directory,subdirectory,filename,speaker_id,session_id,utterance_id,transcription
sm1,sm1_02,sm1_02_059,sm1,2,59,german air force five eight five report heading 
sm1,sm1_02,sm1_02_060,sm1,2,60,roger left turn heading three six zero for separation for about three minutes 
sm1,sm1_02,sm1_02_061,sm1,2,61,and five eight five you are blocked out confirm heading three six zero i'll call you back for right turn again 
sm1,sm1_02,sm1_02_062,sm1,2,62,delta india charlie papa alfa rhein radar identified 
sm1,sm1_02,sm1_02_063,sm1,2,63,air malta zero zero four contact rhein one two seven three seven 
sm1,sm1_02,sm1_02_064,sm1,2,64,sobelair two five five seven rhein do you still read 
sm1,sm1_02,sm1_02_065,sm1,2,65,alitalia four zero one rhein radar identified climb flight level two nine zero 
sm1,sm1_02,sm1_02_066,sm1,2,66,aero lloyd five nine zero climb flight level three one zero 
sm1,sm1_02,sm1_02_067,sm1,2,67,sabena eight three two rhein radar one two seven three seven 
sm1,sm1_02,sm1_02_068,sm1,2,68,~p ~s ~a five two six hotel rhein radar identified 
sm1,sm1_02,sm1_02_069,sm1,2,69,german air force five eight five on course to frankfurt again 
sm1,sm1_02,sm1_02_070,sm1,2,70,german air force five eight five contact rhein one two seven decimal three seven good bye 
sm1,sm1_02,sm1_02_071,sm1,2,71,sabena seven eight one six turn left to gotil 
sm1,sm1_02,sm1_02_072,sm1,2,72,~k ~l ~m two six four turn right make a right turn heading zero one zero 
sm1,sm1_02,sm1_02_073,sm1,2,73,aero lloyd five nine zero contact zurich one three four decimal six 
sm1,sm1_02,sm1_02_074,sm1,2,74,sabena seven eight one six contact ah rhein one two seven co= three seven bye 
sm1,sm1_02,sm1_02_075,sm1,2,75,~k ~l ~m two six four continue right turn heading zero two zero and if possible try a new turn 
sm1,sm1_02,sm1_02_076,sm1,2,76,alitalia one zero one climb flight level three one zero 
sm1,sm1_02,sm1_02_077,sm1,2,77,affirm four zero one climb flight level three one zero 
sm1,sm1_02,sm1_02_078,sm1,2,78,sierra alfa foxtrot one one two non ~r ~v ~s ~m you are identified 
sm1,sm1_02,sm1_02_079,sm1,2,79,swissair four eight eight contact rhein on one three two decimal four please 
sm1,sm1_02,sm1_02_080,sm1,2,80,hapag lloyd three five five one rhein radar identified 
sm1,sm1_02,sm1_02_081,sm1,2,81,lufthansa four four one six ah rhein identified turn right by one five degrees 
sm1,sm1_02,sm1_02_082,sm1,2,82,britannia triple two alfa rhein radar identified 
sm1,sm1_02,sm1_02_083,sm1,2,83,netherlands air force four one four contact zurich on one three three decimal four 
sm1,sm1_02,sm1_02_084,sm1,2,84,lufthansa four six five two contact zurich one three four decimal six 
sm1,sm1_02,sm1_02_085,sm1,2,85,~k ~l ~m two six four turn right heading zero three zero 
sm1,sm1_02,sm1_02_086,sm1,2,86,~p ~s ~a four zero two hotel guten tag identified 
sm1,sm1_02,sm1_02_087,sm1,2,87,speedbird one two four rhein radar identified 
sm1,sm1_02,sm1_02_088,sm1,2,88,alitalia four eight seven rhein radar identified 
sm1,sm1_02,sm1_02_089,sm1,2,89,india mike lima lima guten tag identified 
sm1,sm1_02,sm1_02_090,sm1,2,90,lufthansa four four one six climb flight level two nine zero 
sm1,sm1_02,sm1_02_091,sm1,2,91,four zero one stand by 
sm1,sm1_02,sm1_02_092,sm1,2,92,alitalia four zero one for possible higher contact zurich one three four decimal six 
sm1,sm1_02,sm1_02_093,sm1,2,93,alitalia four eight five zurich one three three decimal four 
sm1,sm1_02,sm1_02_094,sm1,2,94,lufthansa four four one six set course trasadingen 
sm1,sm1_02,sm1_02_095,sm1,2,95,four four one six climb flight level three one zero 
sm1,sm1_02,sm1_02_096,sm1,2,96,sierra alfa foxtrot one one two for separation climb flight level three three zero 
sm1,sm1_02,sm1_02_097,sm1,2,97,turkish five one five rhein radar identified 
sm1,sm1_02,sm1_02_098,sm1,2,98,netherlands air force three five rhein radar identified 
sm1,sm1_02,sm1_02_099,sm1,2,99,oscar oscar papa hotel india rhein radar identified 
sm1,sm1_02,sm1_02_100,sm1,2,100,europa three six three rhein radar identified 
sm1,sm1_02,sm1_02_101,sm1,2,101,belstar five two six hotel rhein radar one three two decimal four 
sm1,sm1_02,sm1_02_102,sm1,2,102,sierra alfa foxtrot one one two set course to november tango mike 
sm1,sm1_02,sm1_02_103,sm1,2,103,~k ~l ~m two six four descend flight level three four zero rate fifteen hundred or more 
sm1,sm1_02,sm1_02_104,sm1,2,104,cleared level three four zero 
sm1,sm1_02,sm1_02_105,sm1,2,105,~k ~l ~m two six four turn left to november tango mike 
sm1,sm1_02,sm1_02_106,sm1,2,106,~p ~s ~a five zero two hotel set course to kilo papa tango 
sm1,sm1_02,sm1_02_107,sm1,2,107,sierra alfa fox one one two descend flight level three two zero 
sm1,sm1_02,sm1_02_108,sm1,2,108,sierra alfa fox one one two contact rhein one two seven three seven 
sm1,sm1_02,sm1_02_109,sm1,2,109,~k ~l ~m two six four rhein one two seven decimal three seven 
sm1,sm1_02,sm1_02_110,sm1,2,110,lufthansa four four one six contact zurich one three four decimal six 
sm1,sm1_02,sm1_02_111,sm1,2,111,britannia triple two alfa contact rhein one three two decimal four 
sm1,sm1_02,sm1_02_112,sm1,2,112,speedbird one two four contact rhein one two seven decimal three seven 
sm1,sm1_02,sm1_02_113,sm1,2,113,turkish five one five rhein radar one two seven three seven 
sm1,sm1_02,sm1_02_114,sm1,2,114,~p ~s ~a five zero two hotel contact rhein one three two decimal four 
sm1,sm1_02,sm1_02_115,sm1,2,115,lufthansa three five five six rhein radar identified climb flight level two nine zero and turn left by ten degrees 
sm1,sm1_02,sm1_02_116,sm1,2,116,alitalia two nine two rhein radar identified 
sm1,sm1_02,sm1_02_117,sm1,2,117,midland seven two zero rhein radar identified 
sm1,sm1_02,sm1_02_118,sm1,2,118,midland seven two zero climb flight level three four zero turn right by ten degrees 
sm1,sm1_02,sm1_02_119,sm1,2,119,lufthansa three five five six set course to trasadingen 
sm1,sm1_02,sm1_02_120,sm1,2,120,check radio 
sm1,sm1_02,sm1_02_121,sm1,2,121,hapag lloyd three five five one contact zurich one three three decimal four 
sm1,sm1_02,sm1_02_122,sm1,2,122,sabena nine three six nine rhein radar identified 
sm1,sm1_02,sm1_02_123,sm1,2,123,britannia two three six alfa rhein radar identified 
sm1,sm1_02,sm1_02_124,sm1,2,124,lufthansa three five five six climb flight level three one zero 
sm1,sm1_02,sm1_02_125,sm1,2,125,alitalia four eight seven contact zurich one three four decimal six 
sm1,sm1_02,sm1_02_126,sm1,2,126,delta papa alfa contact milano one three four decimal five two 
sm1,sm1_02,sm1_02_127,sm1,2,127,delta papa alfa milano radar one three four five two 
sm1,sm1_02,sm1_02_128,sm1,2,128,midland seven two zero direct to november tango mike 
sm1,sm1_02,sm1_02_129,sm1,2,129,speedbird one two two rhein radar identified 
sm1,sm1_02,sm1_02_130,sm1,2,130,alitalia one four nine rhein radar identified 
sm1,sm1_02,sm1_02_131,sm1,2,131,oscar oscar papa hotel india contact rhein one three two decimal four 
sm1,sm1_02,sm1_02_132,sm1,2,132,sabena eight zero one rhein radar identified 
sm1,sm1_02,sm1_02_133,sm1,2,133,midland seven two zero contact rhein one two seven decimal three seven 
sm1,sm1_02,sm1_02_134,sm1,2,134,sabena nine three six nine turn right to trasadingen 
sm1,sm1_02,sm1_02_135,sm1,2,135,alitalia one five seven rhein radar identified 
sm1,sm1_02,sm1_02_136,sm1,2,136,lufthansa three six three eight identified climb flight level two seven zero 
sm1,sm1_02,sm1_02_137,sm1,2,137,lufthansa three five five six contact zurich one three four decimal six 
sm1,sm1_02,sm1_02_138,sm1,2,138,alitalia one five seven report heading 
sm1,sm1_02,sm1_02_139,sm1,2,139,alitalia one five seven for shortcut turn right heading one four zero 
sm1,sm1_02,sm1_02_140,sm1,2,140,bri= 
sm1,sm1_02,sm1_02_141,sm1,2,141,britannia two three six alfa turn right to trasadingen 
sm1,sm1_02,sm1_02_142,sm1,2,142,speedbird one two two contact rhein one two seven three seven 
sm1,sm1_02,sm1_02_143,sm1,2,143,netherlands air force three five contact rhein one three two decimal four 
sm1,sm1_02,sm1_02_144,sm1,2,144,sabena nine three six nine for separation descend flight level two nine zero 
sm1,sm1_02,sm1_02_145,sm1,2,145,jet set four nine seven rhein radar identified 
sm1,sm1_02,sm1_02_146,sm1,2,146,lufthansa three six three eight climb flight level three one zero 
sm1,sm1_02,sm1_02_147,sm1,2,147,alitalia two nine two left turn to november tango mike 
sm1,sm1_02,sm1_02_148,sm1,2,148,affirm alitalia two nine two 
sm1,sm1_02,sm1_02_149,sm1,2,149,europa three six three contact rhein one two seven decimal three seven 
sm1,sm1_02,sm1_02_150,sm1,2,150,sabena eight zero one turn right to trasadingen 
sm1,sm1_02,sm1_02_151,sm1,2,151,alitalia one four nine direct tango romeo alfa 
sm1,sm1_02,sm1_02_152,sm1,2,152,delta india mike lima lima contact milano one three four decimal five two 
sm1,sm1_02,sm1_02_153,sm1,2,153,one three four five two 
sm1,sm1_02,sm1_02_154,sm1,2,154,swissair seven eight three romeo rhein radar identified 
sm1,sm1_02,sm1_02_155,sm1,2,155,alitalia four one three rhein radar identified climb flight level two five zero 
sm1,sm1_02,sm1_02_156,sm1,2,156,britannia two three six alfa contact zurich one three three decimal four 
sm1,sm1_02,sm1_02_157,sm1,2,157,sabena nine three six nine zurich radar one three four decimal six 
sm1,sm1_02,sm1_02_158,sm1,2,158,alitalia four six five rhein radar identified 
sm1,sm1_02,sm1_02_159,sm1,2,159,alitalia two nine two contact rhein one two seven three seven 
sm1,sm1_02,sm1_02_160,sm1,2,160,alitalia one five seven turn right to trasadingen 
sm1,sm1_02,sm1_02_161,sm1,2,161,hapag lloyd one three seven rhein identified 
sm1,sm1_02,sm1_02_162,sm1,2,162,<OT> yeah same to you </OT> 
sm4,sm4_01,sm4_01_001,sm4,1,1,roger two five two one what is your requested flight level 
sm4,sm4_01,sm4_01_002,sm4,1,2,call you back shortly 
sm4,sm4_01,sm4_01_003,sm4,1,3,sobelair two five two one climb flight level three three zero 
sm4,sm4_01,sm4_01_004,sm4,1,4,german air force four one four just confirm you're still in the climb to three nine zero 
sm4,sm4_01,sm4_01_005,sm4,1,5,[EMPTY] 
sm4,sm4_01,sm4_01_006,sm4,1,6,[EMPTY] 
sm4,sm4_01,sm4_01_007,sm4,1,7,german air force four one four zurich one three three decimal four tschuss 
sm4,sm4_01,sm4_01_008,sm4,1,8,tag berlin five two five five identified 
sm4,sm4_01,sm4_01_009,sm4,1,9,lufthansa four four zero eight climb now flight level two nine zero 
sm4,sm4_01,sm4_01_010,sm4,1,10,tag german air force four one four well i'm sorry please switch over to the zurich set one three three decimal four 
sm4,sm4_01,sm4_01_011,sm4,1,11,sobelair two five two one contact rhein frequency one three two four tschu 
sm4,sm4_01,sm4_01_012,sm4,1,12,lufthansa four four zero eight zurich one three four six tschuss 
sm4,sm4_01,sm4_01_013,sm4,1,13,tag swissair eight zero six identified climb now flight level three four zero 
sm4,sm4_01,sm4_01_014,sm4,1,14,tag swissair nine three six zero identified three two zero is final level for today 
sm4,sm4_01,sm4_01_015,sm4,1,15,tag hapag lloyd one one two identified direct frankfurt fox fox mike 
sm4,sm4_01,sm4_01_016,sm4,1,16,morning lufthansa three five six six identified climb to flight level two nine zero 
sm4,sm4_01,sm4_01_017,sm4,1,17,tarom three seven two from rhein do you read 
sm4,sm4_01,sm4_01_018,sm4,1,18,tag tarom three seven two identified i'm missing an initial call 
sm4,sm4_01,sm4_01_019,sm4,1,19,okay 
sm4,sm4_01,sm4_01_020,sm4,1,20,sabena eight three zero guten tag identified 
sm4,sm4_01,sm4_01_021,sm4,1,21,yeah it's one zero eight eight contact rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_022,sm4,1,22,swissair eight zero six rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_023,sm4,1,23,tag lufthansa three six zero four identified climb flight level two nine zero 
sm4,sm4_01,sm4_01_024,sm4,1,24,ai= air berlin five two five five contact rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_025,sm4,1,25,swissair nine three six zero rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_026,sm4,1,26,tag ~k ~l ~m three four six identified 
sm4,sm4_01,sm4_01_027,sm4,1,27,tag alitalia six four seven four identified 
sm4,sm4_01,sm4_01_028,sm4,1,28,tag britannia three two seven alfa identified 
sm4,sm4_01,sm4_01_029,sm4,1,29,~k ~l ~m three four six ahm expect higher after passing karlsruhe and for my information are you familiar with the point corna 
sm4,sm4_01,sm4_01_030,sm4,1,30,roger that would help you get a higher level earlier proceed direct to corna charlie oscar romeo november alfa 
sm4,sm4_01,sm4_01_031,sm4,1,31,tarom three seven two rhein one three two four tschuss 
sm4,sm4_01,sm4_01_032,sm4,1,32,tag lufthansa four seven zero zero identified 
sm4,sm4_01,sm4_01_033,sm4,1,33,~k ~l ~m three four six just confirm you're inbound to corna charlie oscar romeo november alfa 
sm4,sm4_01,sm4_01_034,sm4,1,34,roger report your heading 
sm4,sm4_01,sm4_01_035,sm4,1,35,roger 
sm4,sm4_01,sm4_01_036,sm4,1,36,suggest the right turn of about three five degrees 
sm4,sm4_01,sm4_01_037,sm4,1,37,~k ~l ~m three four six turn further right heading three five five 
sm4,sm4_01,sm4_01_038,sm4,1,38,sabena eight three zero contact rhein one two seven three seven tschu 
sm4,sm4_01,sm4_01_039,sm4,1,39,roger but make it november alfa charlie oscar romeo november alfa 
sm4,sm4_01,sm4_01_040,sm4,1,40,[EMPTY] 
sm4,sm4_01,sm4_01_041,sm4,1,41,[EMPTY] 
sm4,sm4_01,sm4_01_042,sm4,1,42,tag lufthansa four two zero seven identified 
sm4,sm4_01,sm4_01_043,sm4,1,43,tag lufthansa five two three six identified 
sm4,sm4_01,sm4_01_044,sm4,1,44,tag speedbird one two nine identified 
sm4,sm4_01,sm4_01_045,sm4,1,45,lufthansa four seven zero zero climb flight level two nine zero 
sm4,sm4_01,sm4_01_046,sm4,1,46,~k ~l ~m three four six climb now flight level three two zero 
sm4,sm4_01,sm4_01_047,sm4,1,47,golf bravo victor juliett india guten tag identified 
sm4,sm4_01,sm4_01_048,sm4,1,48,lufthansa three five six six contact zurich one three four six tschuss 
sm4,sm4_01,sm4_01_049,sm4,1,49,hapag lloyd one one two contact rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_050,sm4,1,50,lufthansa four two zero seven direct to dinkelsbuhl delta kilo bravo 
sm4,sm4_01,sm4_01_051,sm4,1,51,britannia three two seven alfa rhein frequency one three two decimal four tschuss 
sm4,sm4_01,sm4_01_052,sm4,1,52,lufthansa three six zero four zurich one three four decimal six 
sm4,sm4_01,sm4_01_053,sm4,1,53,tag saudia one zero six identified 
sm4,sm4_01,sm4_01_054,sm4,1,54,tag hotel bravo india tango romeo identified i'll call you back shortly for higher 
sm4,sm4_01,sm4_01_055,sm4,1,55,hotel tango romeo climb flight level three four zero 
sm4,sm4_01,sm4_01_056,sm4,1,56,~k ~l ~m three four six direct to nattenheim 
sm4,sm4_01,sm4_01_057,sm4,1,57,speedbird one two nine contact rhein one three two four tschuss 
sm4,sm4_01,sm4_01_058,sm4,1,58,go ahead 
sm4,sm4_01,sm4_01_059,sm4,1,59,november tango mike 
sm4,sm4_01,sm4_01_060,sm4,1,60,lufthansa four two zero seven rhein one three two four tschuss 
sm4,sm4_01,sm4_01_061,sm4,1,61,tag lufthansa three five five zero identified 
sm4,sm4_01,sm4_01_062,sm4,1,62,lufthansa five two three six rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_063,sm4,1,63,~k ~l ~m three four six rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_064,sm4,1,64,tag sabena eight three six identified 
sm4,sm4_01,sm4_01_065,sm4,1,65,lufthansa four seven zero zero zurich one three four six tschuss 
sm4,sm4_01,sm4_01_066,sm4,1,66,alitalia six four seven four rhein one two seven three seven tschu 
sm4,sm4_01,sm4_01_067,sm4,1,67,golf juliett india direct to trasadingen now 
sm4,sm4_01,sm4_01_068,sm4,1,68,guten tag lufthansa four two zero nine identified expect turn to dinkelsbuhl in about two minutes 
sm4,sm4_01,sm4_01_069,sm4,1,69,tag lufthansa five five zero four identified 
sm4,sm4_01,sm4_01_070,sm4,1,70,lufthansa four two zero nine proceed direct to dinkelsbuhl 
sm4,sm4_01,sm4_01_071,sm4,1,71,hotel bravo india tango romeo climb now flight level three six zero 
sm4,sm4_01,sm4_01_072,sm4,1,72,airtas one guten tag identified report your heading 
sm4,sm4_01,sm4_01_073,sm4,1,73,roger 
sm4,sm4_01,sm4_01_074,sm4,1,74,hotel tango romeo contact rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_075,sm4,1,75,lufthansa three five five zero climb flight level two nine zero 
sm4,sm4_01,sm4_01_076,sm4,1,76,saudia one zero six contact rhein one three two decimal four tschuss 
sm4,sm4_01,sm4_01_077,sm4,1,77,lufthansa five five zero four report your heading 
sm4,sm4_01,sm4_01_078,sm4,1,78,roger for separation turn right heading one nine zero 
sm4,sm4_01,sm4_01_079,sm4,1,79,lufthansa three five five zero for the time being stop climb flight level two seven zero 
sm4,sm4_01,sm4_01_080,sm4,1,80,lima alfa juliett one just confirm inbound to kempten kilo papa tango 
sm4,sm4_01,sm4_01_081,sm4,1,81,roger proceed direct to kempten kilo papa tango 
sm4,sm4_01,sm4_01_082,sm4,1,82,lufthansa four two zero nine rhein one three two four tschuss 
sm4,sm4_01,sm4_01_083,sm4,1,83,bafair four four guten tag identified rv= non ~r ~v ~s ~m 
sm4,sm4_01,sm4_01_084,sm4,1,84,tag cross air eight five eight identified 
sm4,sm4_01,sm4_01_085,sm4,1,85,lufthansa three five five zero climb now again to flight level two nine zero 
sm4,sm4_01,sm4_01_086,sm4,1,86,sabena eight three six rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_087,sm4,1,87,bafair four correction belgian airforce four four report your heading 
sm4,sm4_01,sm4_01_088,sm4,1,88,roger to stay clear of ~r ~v ~s ~m traffic turn right heading three four zero 
sm4,sm4_01,sm4_01_089,sm4,1,89,tag delta mike echo identified climb flight level two seven zero 
sm4,sm4_01,sm4_01_090,sm4,1,90,golf juliett india contact zurich one three three four tschuss 
sm4,sm4_01,sm4_01_091,sm4,1,91,cross air eight five eight climb flight level three two zero 
sm4,sm4_01,sm4_01_092,sm4,1,92,london airtours one contact rhein one three two decimal four tschuss 
sm4,sm4_01,sm4_01_093,sm4,1,93,@aerovic one zero six one guten tag identified 
sm4,sm4_01,sm4_01_094,sm4,1,94,tag adria one six two seven identified 
sm4,sm4_01,sm4_01_095,sm4,1,95,merair six nine five two guten tag identified continue on current heading expect further climb in about three minutes 
sm4,sm4_01,sm4_01_096,sm4,1,96,guten tag tarom three seven four identified 
sm4,sm4_01,sm4_01_097,sm4,1,97,lufthansa three five five zero contact zurich one three four six tschuss 
sm4,sm4_01,sm4_01_098,sm4,1,98,tag alitalia one five zero identified 
sm4,sm4_01,sm4_01_099,sm4,1,99,lufthansa five five zero four back inbound to trasadingen 
sm4,sm4_01,sm4_01_100,sm4,1,100,cross air eight five eight contact rhein frequency one two seven three seven tschuss 
sm4,sm4_01,sm4_01_101,sm4,1,101,@aerovic one zero six one proceed direct to trasadingen expect a descent into the ~c ~v ~s ~m area in about two minutes 
sm4,sm4_01,sm4_01_102,sm4,1,102,belgian airforce four four turn left now heading three two zero 
sm4,sm4_01,sm4_01_103,sm4,1,103,meridiana six nine five two climb now flight level two nine zero 
sm4,sm4_01,sm4_01_104,sm4,1,104,merair six nine five two climb now flight level two nine zero 
sm4,sm4_01,sm4_01_105,sm4,1,105,tag britannia three oh six alfa identified 
sm4,sm4_01,sm4_01_106,sm4,1,106,delta mike echo climb to flight level two nine zero 
sm4,sm4_01,sm4_01_107,sm4,1,107,@aerovic one zero six one descend now flight level two seven zero rate of descent two thousand feet per minute or more 
sm4,sm4_01,sm4_01_108,sm4,1,108,tag nato ten identified 
sm4,sm4_01,sm4_01_109,sm4,1,109,and nato one zero proceed direct to norvenich november oscar romeo sierra 
sm4,sm4_01,sm4_01_110,sm4,1,110,tag malaysian four identified 
sm4,sm4_01,sm4_01_111,sm4,1,111,merair six nine five two continue heading one eight zero now 
sm4,sm4_01,sm4_01_112,sm4,1,112,belgian airforce four four contact rhein one two seven three seven continue current heading 
sm4,sm4_01,sm4_01_113,sm4,1,113,tag gulf air five identified 
sm4,sm4_01,sm4_01_114,sm4,1,114,ta= tag merair six nine four four identified climb flight level two seven zero 
sm4,sm4_01,sm4_01_115,sm4,1,115,tag swissair nine three five nine identified 
sm4,sm4_01,sm4_01_116,sm4,1,116,lufthansa five five zero four contact rhein correction zurich one three four six tschuss 
sm4,sm4_01,sm4_01_117,sm4,1,117,merair six nine five two direct to trasadingen now 
sm4,sm4_01,sm4_01_118,sm4,1,118,adria one six two seven rhein one three two four tschuss 
sm4,sm4_01,sm4_01_119,sm4,1,119,nato one zero contact rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_120,sm4,1,120,alitalia one three five guten tag identified 
sm4,sm4_01,sm4_01_121,sm4,1,121,malaysian four contact rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_122,sm4,1,122,lufthansa five two one seven guten tag identified proceed direct to dinkelsbuhl 
sm4,sm4_01,sm4_01_123,sm4,1,123,tag delta india november alfa identified 
sm4,sm4_01,sm4_01_124,sm4,1,124,tag steel eight eight identified 
sm4,sm4_01,sm4_01_125,sm4,1,125,[EMPTY] 
sm4,sm4_01,sm4_01_126,sm4,1,126,tag sunwing five two one two identified 
sm4,sm4_01,sm4_01_127,sm4,1,127,tag sunwing five two one four identified as well 
sm4,sm4_01,sm4_01_128,sm4,1,128,alitalia one five zero rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_129,sm4,1,129,merair six nine five two contact zurich one three four six 
sm4,sm4_01,sm4_01_130,sm4,1,130,delta india mike mike echo zurich one three four six tschuss 
sm4,sm4_01,sm4_01_131,sm4,1,131,delta charlie india november alfa climb flight level two seven zero 
sm4,sm4_01,sm4_01_132,sm4,1,132,tag tunair four eight zero two identified 
sm4,sm4_01,sm4_01_133,sm4,1,133,[HNOISE] merair six nine four four climb now flight level three one zero one thousand five hundred or more 
sm4,sm4_01,sm4_01_134,sm4,1,134,[EMPTY] 
sm4,sm4_01,sm4_01_135,sm4,1,135,tag alitalia three six nine identified 
sm4,sm4_01,sm4_01_136,sm4,1,136,tarom three seven four rhein one three two four tschuss 
sm4,sm4_01,sm4_01_137,sm4,1,137,tarom three seven four 
sm4,sm4_01,sm4_01_138,sm4,1,138,tarom three seven four rhein one three two decimal four 
sm4,sm4_01,sm4_01_139,sm4,1,139,swissair nine three five nine descend now flight level three one zero 
sm4,sm4_01,sm4_01_140,sm4,1,140,@aerovic one zero six one milano one three four five two tschuss 
sm4,sm4_01,sm4_01_141,sm4,1,141,gulf air five contact rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_142,sm4,1,142,britan= britannia three zero six alfa rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_143,sm4,1,143,swissair nine three five nine contact rhein one three two four tschuss 
sm4,sm4_01,sm4_01_144,sm4,1,144,lufthansa five two one seven descend now flight level three one zero 
sm4,sm4_01,sm4_01_145,sm4,1,145,five two one seven rhein one three two four tschuss 
sm4,sm4_01,sm4_01_146,sm4,1,146,tag algerie two zero seven three identified climb flight level two five zero continue current heading 
sm4,sm4_01,sm4_01_147,sm4,1,147,delta india bravo echo charlie guten tag identified 
sm4,sm4_01,sm4_01_148,sm4,1,148,steel eight eight contact rhein one three two decimal four tschuss 
sm4,sm4_01,sm4_01_149,sm4,1,149,meridiana six nine four four contact zurich one three four six tschuss 
sm4,sm4_01,sm4_01_150,sm4,1,150,tag aero lloyd five six two identified climb flight level two seven zero 
sm4,sm4_01,sm4_01_151,sm4,1,151,[EMPTY] 
sm4,sm4_01,sm4_01_152,sm4,1,152,britannia three zero six alfa 
sm4,sm4_01,sm4_01_153,sm4,1,153,algerie two zero seven three climb now flight level two nine zero 
sm4,sm4_01,sm4_01_154,sm4,1,154,[HNOISE] aero lloyd five six two climb flight level two nine zero continue current heading 
sm4,sm4_01,sm4_01_155,sm4,1,155,tag scandinavian six eight seven identified 
sm4,sm4_01,sm4_01_156,sm4,1,156,sunwing five two one four descend now flight level three seven zero 
sm4,sm4_01,sm4_01_157,sm4,1,157,alitalia four six nine guten tag identified 
sm4,sm4_01,sm4_01_158,sm4,1,158,alitalia one three five what is you mach number 
sm4,sm4_01,sm4_01_159,sm4,1,159,roger break alitalia three six nine what is your mach number 
sm4,sm4_01,sm4_01_160,sm4,1,160,roger three six nine direct to trasadingen expect descent in about one minute 
sm4,sm4_01,sm4_01_161,sm4,1,161,air algerie two zero seven three direct to trasadingen 
sm4,sm4_01,sm4_01_162,sm4,1,162,tag lufthansa four two one nine identified 
sm4,sm4_01,sm4_01_163,sm4,1,163,tag lufthansa three five zero eight identified climb flight level two five zero 
sm4,sm4_01,sm4_01_164,sm4,1,164,aero lloyd five six two direct to trasadingen 
sm4,sm4_01,sm4_01_165,sm4,1,165,delta echo charlie direct to dinkelsbuhl 
sm4,sm4_01,sm4_01_166,sm4,1,166,tag lufthansa three three three zero identified climb flight level two five zero continue heading 
sm4,sm4_01,sm4_01_167,sm4,1,167,alitalia three six nine descend now flight level three one zero one thousand five hundred feet f= per minute or more 
sm4,sm4_01,sm4_01_168,sm4,1,168,aero lloyd five six two expect further climb in about two minutes one coming clear of opposite traffic one thousand feet higher later on 
sm4,sm4_01,sm4_01_169,sm4,1,169,lufthansa three five zero eight climb flight level two eight zero now 
sm4,sm4_01,sm4_01_170,sm4,1,170,alitalia one three five contact zurich one three four six tschuss 
sm4,sm4_01,sm4_01_171,sm4,1,171,tag lufthansa four five eight two identified 
sm4,sm4_01,sm4_01_172,sm4,1,172,tunis air four eight zero two contact rhein one two seven three seven tschu 
sm4,sm4_01,sm4_01_173,sm4,1,173,sunwing five two one two contact zurich one three four six tschuss 
sm4,sm4_01,sm4_01_174,sm4,1,174,sunwing five two one two correction sunwing five two one four zurich one three three four tschuss 
sm4,sm4_01,sm4_01_175,sm4,1,175,aero lloyd five six two climb flight level three one zero now 
sm4,sm4_01,sm4_01_176,sm4,1,176,lufthansa three three three zero climb flight level two nine zero 
sm4,sm4_01,sm4_01_177,sm4,1,177,lufthansa three five zero eight continue climb flight level two nine zero 
sm4,sm4_01,sm4_01_178,sm4,1,178,delta india bravo echo charlie descend now flight level three seven zero 
sm4,sm4_01,sm4_01_179,sm4,1,179,algerie two zero seven three contact zurich one three four six tschuss 
sm4,sm4_01,sm4_01_180,sm4,1,180,delta charlie india november alfa contact rhein one two seven three seven tschuss 
sm4,sm4_01,sm4_01_181,sm4,1,181,alitalia three six nine zurich one three four six tschuss 
sm4,sm4_01,sm4_01_182,sm4,1,182,lufthansa four five eight two climb flight level two nine zero 
sm4,sm4_01,sm4_01_183,sm4,1,183,lufthansa four two one nine ahm proceed direct to dinkelsbuhl 
sm4,sm4_01,sm4_01_184,sm4,1,184,delta echo charlie continue descent now flight level three five zero 
sm4,sm4_01,sm4_01_185,sm4,1,185,delta echo charlie rhein one three two four tschuss 
sm4,sm4_01,sm4_01_186,sm4,1,186,aero lloyd five six two contact zurich one three four six tschuss 
sm4,sm4_01,sm4_01_187,sm4,1,187,lufthansa four two one nine contact rhein one three two four tschuss 
sm4,sm4_01,sm4_01_188,sm4,1,188,lufthansa three five zero eight contact zurich one three four six tschuss 
sm4,sm4_01,sm4_01_189,sm4,1,189,lufthansa three three three zero zurich one three four six 
sm4,sm4_01,sm4_01_190,sm4,1,190,scandinavian six eight seven likewise zurich one three four six tschuss 
sm4,sm4_01,sm4_01_191,sm4,1,191,[EMPTY] 
